ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
320;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Combado;Finished;10;individuals
321;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;10;individuals
322;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Ma. Clara;Finished;16;individuals
323;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;20;individuals
324;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;Tagburos;Finished;20;individuals
325;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Combado;Finished;22;individuals
326;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71242;Manga;Finished;22;individuals
327;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;26;individuals
328;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71242;Manga;Finished;28;individuals
329;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86415;Benit;Finished;30;individuals
330;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86415;Benit;Finished;30;individuals
331;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86418;Tinago;Finished;31;individuals
332;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86418;Divisoria;Finished;33;individuals
333;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Mambajao;Finished;35;individuals
334;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86418;Punong;Finished;36;individuals
335;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Abgao;Finished;38;individuals
336;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;39;individuals
337;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86401;Lewing;Finished;40;individuals
338;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86401;Mahalo;Finished;40;individuals
339;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;40;individuals
340;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;Tinitian;Finished;42;individuals
341;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86418;San Isidro;Finished;47;individuals
342;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;;;Finished;47;individuals
343;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86401;Canlabian;Finished;50;individuals
344;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86401;Cogon;Finished;50;individuals
345;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Gutusan;Finished;50;individuals
346;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Magaupas;Finished;50;individuals
347;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Taft;Finished;50;individuals
348;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;;Finished;52;individuals
349;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;56;individuals
350;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;58;individuals
351;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86402;San Vicente;Finished;61;individuals
352;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;65;individuals
353;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Dongon;Finished;66;individuals
354;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;Tinitian;Finished;67;individuals
355;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Rizal;Finished;68;individuals
356;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86401;Amagusan;Finished;70;individuals
357;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;71;individuals
358;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Rizal;Finished;72;individuals
359;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Asuncion;Finished;80;individuals
360;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71228;Ati Tribe;Finished;80;individuals
361;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;Bagong Silang;Finished;80;individuals
362;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71242;Manga;Finished;80;individuals
363;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;80;individuals
364;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86418;San Antonio;Finished;88;individuals
365;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Mambajao;Finished;90;individuals
366;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72217;Basak;Finished;95;individuals
367;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86401;Looc;Finished;100;individuals
368;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;Magara;Finished;100;individuals
369;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;Poblacion;Finished;100;individuals
370;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;103;individuals
371;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;71214;Tagum;Finished;103;individuals
372;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Mambajao;Finished;110;individuals
373;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72217;San Nicholas Proper;Finished;110;individuals
374;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;Barbacan;Finished;118;individuals
375;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;New Cuyo;Finished;119;individuals
376;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71229;Camay- An;Finished;120;individuals
377;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Mantahan;Finished;120;individuals
378;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Tagnipa;Finished;120;individuals
379;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;Rizal;Finished;122;individuals
380;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86418;Maslog;Finished;124;individuals
381;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86411;Estrella Norte;Finished;125;individuals
382;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;125;individuals
383;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72241;Pitalo;Finished;126;individuals
384;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86415;Benit;Finished;130;individuals
385;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71242;Cugon;Finished;135;individuals
386;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;135;individuals
387;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71246;Central;Finished;136;individuals
388;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;71214;San Jose;Finished;136;individuals
389;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;71214;;Finished;137;individuals
390;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71214;Poblacion Norte;Finished;140;individuals
391;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;San Pedro;Finished;141;individuals
392;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86409;Sta. Cruz;Finished;145;individuals
393;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71229;Jimili-an;Finished;148;individuals
394;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71229;Poblacion Sawang;Finished;148;individuals
395;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Mahayahay;Finished;150;individuals
396;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86401;Poblacion;Finished;150;individuals
397;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;150;individuals
398;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;153;individuals
399;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;New Cuyo;Finished;156;individuals
400;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;San Pedro;Finished;156;individuals
401;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;71214;Decabobo;Finished;160;individuals
402;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71245;Paca-Paca;Finished;160;individuals
403;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86417;Poblacion;Finished;160;individuals
404;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;160;individuals
405;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;163;individuals
406;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;169;individuals
407;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;181;individuals
408;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71245;Centro;Finished;190;individuals
409;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;San Pedro;Finished;200;individuals
410;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72241;South Poblacion;Finished;205;individuals
411;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86419;Triana;Finished;205;individuals
412;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71214;Poblacion Sur;Finished;208;individuals
413;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86408;Sta. Cruz;Finished;209;individuals
414;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71243;San Isidro;Finished;210;individuals
415;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Guadalupe;Finished;217;individuals
416;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86419;Magallanes;Finished;220;individuals
417;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;220;individuals
418;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;223;individuals
419;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71201;Punong;Finished;224;individuals
420;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71228;Villa Limpia;Finished;224;individuals
421;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72217;Ermita;Finished;225;individuals
422;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86411;Dan-an;Finished;230;individuals
423;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;Tagburos;Finished;233;individuals
424;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;238;individuals
425;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;246;individuals
426;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;Brgy.3;Finished;250;individuals
427;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86402;Dao;Finished;250;individuals
428;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71246;Poblacion;Finished;250;individuals
429;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Washington;Finished;255;individuals
430;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166707;Poblacion 3;Finished;259;individuals
431;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Bogo;Finished;260;individuals
432;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Calanipa;Finished;269;individuals
433;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;275;individuals
434;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Rizal;Finished;280;individuals
435;PRC;Welfare;Ready to Eat Meals;Hotmeals;619;61914;Culasi;Finished;282;individuals
436;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;282;individuals
437;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86410;Looc;Finished;283;individuals
438;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Togbongon;Finished;286;individuals
439;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71228;Agape;Finished;290;individuals
440;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86419;San Agustin;Finished;295;individuals
441;PRC;Welfare;Ready to Eat Meals;Hotmeals;619;61914;VII;Finished;297;individuals
442;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;Bancao Bancao;Finished;300;individuals
443;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Combado;Finished;300;individuals
444;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86402;Mauylap;Finished;300;individuals
445;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71224;Lawis;Finished;308;individuals
446;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71201;Punong;Finished;310;individuals
447;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86404;Sagbok;Finished;310;individuals
448;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86419;San Bernardo;Finished;310;individuals
449;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;314;individuals
450;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72234;Tina-an;Finished;315;individuals
451;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;71214;Bintuan;Finished;316;individuals
452;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;316;individuals
453;PRC;Welfare;Ready to Eat Meals;Hotmeals;619;61913;Dulangan;Finished;321;individuals
454;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72234;Poblacion;Finished;324;individuals
455;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86404;Sabang;Finished;324;individuals
456;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1685;168503;New Mabuhay;Finished;330;individuals
457;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71209;Asinan;Finished;332;individuals
458;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71224;Lutao;Finished;334;individuals
459;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86404;District 1;Finished;335;individuals
460;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Luna;Finished;346;individuals
461;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71214;Bonbon;Finished;355;individuals
462;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86419;Cabulihan;Finished;355;individuals
463;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86411;Estrella Sur;Finished;357;individuals
464;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71245;Kawayanan;Finished;360;individuals
465;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;363;individuals
466;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Mantahan;Finished;380;individuals
467;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71246;Central;Finished;385;individuals
468;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72234;Naalad;Finished;389;individuals
469;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86413;Anislagon;Finished;396;individuals
470;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;San Pedro;Finished;400;individuals
471;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;San Pedro;Finished;400;individuals
472;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;403;individuals
473;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72234;Poblacion;Finished;410;individuals
474;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;415;individuals
475;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166710;;Finished;417;individuals
476;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;423;individuals
477;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86417;Tampoong;Finished;425;individuals
478;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86410;Buaya;Finished;428;individuals
479;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86414;Somoje;Finished;452;individuals
480;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;Langogan;Finished;455;individuals
481;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;457;individuals
482;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72210;Japitan;Finished;464;individuals
483;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72214;Perrelos;Finished;467;individuals
484;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166710;Poblacion;Finished;482;individuals
485;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72250;Dumlog;Finished;485;individuals
486;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Asuncion;Finished;500;individuals
487;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;Bancao Bancao;Finished;500;individuals
488;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71248;Tuboran;Finished;508;individuals
489;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71243;Poblacion;Finished;509;individuals
490;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166710;Tawin-Tawin;Finished;511;individuals
491;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;516;individuals
492;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Lib-og;Finished;517;individuals
493;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72241;North Poblacion;Finished;517;individuals
494;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;Minara;Finished;526;individuals
495;IFRC;Welfare;Ready to Eat Meals;Hotmeals;722;72217;Inayawan;Finished;537;individuals
496;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175318;1;Finished;550;individuals
497;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Tagnipa;Finished;564;individuals
498;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86412;Poblacion;Finished;565;individuals
499;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Badiang;Finished;568;individuals
500;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86418;Bogo;Finished;580;individuals
501;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86409;Timba;Finished;580;individuals
502;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;Bancao Bancao;Finished;600;individuals
503;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Monopolo;Finished;605;individuals
504;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;619;individuals
505;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71243;Central;Finished;628;individuals
506;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166710;Tawin-Tawin;Finished;636;individuals
507;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Capalayan;Finished;648;individuals
508;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;659;individuals
509;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71246;Poblacion;Finished;691;individuals
510;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Abgao;Finished;750;individuals
511;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86415;Pinut-an;Finished;795;individuals
512;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;71214;Poblacion;Finished;837;individuals
513;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71246;Poblacion;Finished;889;individuals
514;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166707;Jubang;Finished;902;individuals
515;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;913;individuals
516;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;Punta Bilar;Finished;970;individuals
517;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86403;Poblacion;Finished;983;individuals
518;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86416;Balagawan;Finished;1026;individuals
519;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;2000;individuals
520;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1667;166724;;Finished;2000;individuals
521;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;Lutac;Finished;3;families
522;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;South Poblacion;Finished;3;families
523;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;Tuyan;Finished;5;families
524;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;West Poblacion;Finished;9;families
525;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;Bairan;Finished;16;families
526;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;Tangke;Finished;17;families
527;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;Langtad;Finished;35;families
528;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;North Poblacion;Finished;49;families
529;PRC;Relief;Non Food Items;Hygiene Kit;1753;175318;Poblacion;Finished;50;families
530;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;Inoburan;Finished;76;families
531;IFRC;Relief;Non Food Items;Hygiene Kit;722;72234;Tina-an;Finished;88;families
532;IFRC;Relief;Non Food Items;Hygiene Kit;864;86419;SanBernardo;Finished;116;families
533;IFRC;Relief;Non Food Items;Hygiene Kit;864;86419;San Agustin;Finished;120;families
534;IFRC;Relief;Non Food Items;Hygiene Kit;864;86419;Triana;Finished;264;families
535;IFRC;Relief;Non Food Items;Hygiene Kit;1667;166724;San Roque;Finished;455;families
536;IFRC;Relief;Non Food Items;Hygiene Kit;1667;166724;Punta Bilar;Finished;456;families
537;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Taft;Finished;4;Individuals
538;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Orok;Finished;8;Individuals
539;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;San Juan;Finished;8;Individuals
540;IFRC;WASH;WASH;Hygiene Promotion;1753;175318;Barbacan;Finished;9;Individuals
541;IFRC;WASH;WASH;Hygiene Promotion;722;72214;Guadalupe;Finished;12;Individuals
542;IFRC;WASH;WASH;Hygiene Promotion;712;71227;Lafortuna;Finished;12;Individuals
543;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Luna;Finished;13;Individuals
544;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Togbongon;Finished;13;Individuals
545;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;;Finished;14;Individuals
546;IFRC;WASH;WASH;Hygiene Promotion;864;86407;Combado;Finished;15;Individuals
547;IFRC;WASH;WASH;Hygiene Promotion;1667;166707;Jubang;Finished;15;Individuals
548;IFRC;WASH;WASH;Hygiene Promotion;864;86407;Ma. Clara;Finished;20;Individuals
549;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Canlanipa;Finished;22;Individuals
550;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Lipata;Finished;22;Individuals
551;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Luna;Finished;22;Individuals
552;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;;Finished;22;Individuals
553;IFRC;WASH;WASH;Hygiene Promotion;722;72217;Pahina Central;Finished;23;Individuals
554;IFRC;WASH;WASH;Hygiene Promotion;1667;86413;Poblacion;Finished;23;Individuals
555;IFRC;WASH;WASH;Hygiene Promotion;1667;86413;Honrado;Finished;25;Individuals
556;IFRC;WASH;WASH;Hygiene Promotion;1685;168503;New Mabuhay;Finished;25;Individuals
557;IFRC;WASH;WASH;Hygiene Promotion;712;71224;;Finished;25;Individuals
558;IFRC;WASH;WASH;Hygiene Promotion;1667;166708;Bitoon;Finished;27;Individuals
559;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;;Finished;29;Individuals
560;IFRC;WASH;WASH;Hygiene Promotion;864;86415;Benit;Finished;30;Individuals
561;IFRC;WASH;WASH;Hygiene Promotion;1667;86413;Diaz;Finished;32;Individuals
562;IFRC;WASH;WASH;Hygiene Promotion;722;72217;San Antonio;Finished;32;Individuals
563;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Punta Bilar;Finished;33;Individuals
564;IFRC;WASH;WASH;Hygiene Promotion;712;71246;Benliw;Finished;34;Individuals
565;IFRC;WASH;WASH;Hygiene Promotion;712;71246;Tapon;Finished;34;Individuals
566;IFRC;WASH;WASH;Hygiene Promotion;712;71227;Tiguis;Finished;35;Individuals
567;IFRC;WASH;WASH;Hygiene Promotion;864;86418;Punong;Finished;36;Individuals
568;IFRC;WASH;WASH;Hygiene Promotion;864;86407;Abgao;Finished;38;Individuals
569;IFRC;WASH;WASH;Hygiene Promotion;712;71245;Kawayanan;Finished;38;Individuals
570;IFRC;WASH;WASH;Hygiene Promotion;722;72205;Poblacion;Finished;38;Individuals
571;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;;Finished;38;Individuals
572;IFRC;WASH;WASH;Hygiene Promotion;1667;166716;Salvacion;Finished;39;Individuals
573;IFRC;WASH;WASH;Hygiene Promotion;712;71220;Bauhugan;Finished;40;Individuals
574;IFRC;WASH;WASH;Hygiene Promotion;712;71220;Bauhugan;Finished;40;Individuals
575;IFRC;WASH;WASH;Hygiene Promotion;712;71246;Benliw;Finished;40;Individuals
576;IFRC;WASH;WASH;Hygiene Promotion;864;86401;Lewing;Finished;40;Individuals
577;IFRC;WASH;WASH;Hygiene Promotion;864;86401;Mahalo;Finished;40;Individuals
578;IFRC;WASH;WASH;Hygiene Promotion;1753;175318;Barbacan;Finished;41;Individuals
579;IFRC;WASH;WASH;Hygiene Promotion;712;71224;Caway;Finished;41;Individuals
580;IFRC;WASH;WASH;Hygiene Promotion;1667;166710;Poblacion;Finished;41;Individuals
581;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Taft;Finished;41;Individuals
582;IFRC;WASH;WASH;Hygiene Promotion;712;71227;Banban;Finished;43;Individuals
583;IFRC;WASH;WASH;Hygiene Promotion;722;72217;San Antonio;Finished;43;Individuals
584;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Luna;Finished;44;Individuals
585;IFRC;WASH;WASH;Hygiene Promotion;1667;166716;Mabuhay;Finished;45;Individuals
586;IFRC;WASH;WASH;Hygiene Promotion;864;86418;San Isidro;Finished;45;Individuals
587;IFRC;WASH;WASH;Hygiene Promotion;864;86401;Canlabian;Finished;50;Individuals
588;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Nabago;Finished;50;Individuals
589;IFRC;WASH;WASH;Hygiene Promotion;1667;166710;Poblacion;Finished;50;Individuals
590;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;;Finished;50;Individuals
591;IFRC;WASH;WASH;Hygiene Promotion;722;72217;Capitol Site;Finished;51;Individuals
592;IFRC;WASH;WASH;Hygiene Promotion;864;86407;;Finished;52;Individuals
593;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Balibayon;Finished;55;Individuals
594;IFRC;WASH;WASH;Hygiene Promotion;1667;166710;Sta. Fe;Finished;57;Individuals
595;IFRC;WASH;WASH;Hygiene Promotion;712;71224;;Finished;57;Individuals
596;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Day-asan;Finished;60;Individuals
597;IFRC;WASH;WASH;Hygiene Promotion;712;71224;Luyo;Finished;60;Individuals
598;IFRC;WASH;WASH;Hygiene Promotion;864;86419;Cabulihan;Finished;61;Individuals
599;IFRC;WASH;WASH;Hygiene Promotion;864;86402;San Vicente;Finished;61;Individuals
600;IFRC;WASH;WASH;Hygiene Promotion;1667;166724;Calanipa;Finished;65;Individuals
601;IFRC;WASH;WASH;Hygiene Promotion;1667;166716;Mabini;Finished;67;Individuals
